source,value,side,clip_delta
raw_net0,-5.175835132598877,below,1.175835132598877
raw_net0,5.06807279586792,above,1.09932279586792
raw_net0,-4.007292747497559,below,0.007292747497558594
raw_net0,-5.742588043212891,below,1.7425880432128906
raw_net0,-5.275136470794678,below,1.2751364707946777
raw_net0,-7.736285209655762,below,3.7362852096557617
raw_net0,5.770925045013428,above,1.8021750450134277
raw_net0,-4.5311455726623535,below,0.5311455726623535
raw_net0,-7.441088676452637,below,3.4410886764526367
raw_net0,13.392538070678711,above,9.423788070678711
raw_net0,-5.579061031341553,below,1.5790610313415527
raw_net0,-7.975597381591797,below,3.975597381591797
raw_net0,-4.337017059326172,below,0.3370170593261719
raw_net0,7.908278942108154,above,3.9395289421081543
raw_net0,-11.186039924621582,below,7.186039924621582
raw_net0,9.194144248962402,above,5.225394248962402
raw_net0,-5.207479000091553,below,1.2074790000915527
raw_net0,11.93679141998291,above,7.96804141998291
raw_net0,30.2374210357666,above,26.2686710357666
raw_net0,-4.1836137771606445,below,0.18361377716064453
raw_net0,4.768332004547119,above,0.7995820045471191
raw_net0,5.909875392913818,above,1.9411253929138184
raw_net0,5.047784805297852,above,1.0790348052978516
raw_net0,8.24669361114502,above,4.2779436111450195
raw_net0,7.996620178222656,above,4.027870178222656
raw_net0,5.0211944580078125,above,1.0524444580078125
raw_net0,-4.992564678192139,below,0.9925646781921387
raw_net0,-4.2340312004089355,below,0.23403120040893555
raw_net0,5.1166205406188965,above,1.1478705406188965
raw_net0,-4.773586273193359,below,0.7735862731933594
raw_net0,4.864206790924072,above,0.8954567909240723
raw_net0,-12.122039794921875,below,8.122039794921875
raw_net0,-9.753993034362793,below,5.753993034362793
raw_net0,4.588405132293701,above,0.6196551322937012
raw_net0,7.06762170791626,above,3.0988717079162598
raw_net0,4.110573768615723,above,0.14182376861572266
raw_net0,-4.1276631355285645,below,0.12766313552856445
raw_net0,4.773574352264404,above,0.8048243522644043
raw_net0,6.763885498046875,above,2.795135498046875
raw_net0,-13.865335464477539,below,9.865335464477539
raw_net0,4.247762203216553,above,0.27901220321655273
raw_net0,-12.591188430786133,below,8.591188430786133
raw_net0,35.168479919433594,above,31.199729919433594
raw_net0,6.8230366706848145,above,2.8542866706848145
raw_net0,-7.9408111572265625,below,3.9408111572265625
raw_net0,4.740848064422607,above,0.7720980644226074
raw_net0,-5.7010273933410645,below,1.7010273933410645
raw_net0,-5.534879684448242,below,1.5348796844482422
raw_net0,-4.1488189697265625,below,0.1488189697265625
raw_net0,-4.265671253204346,below,0.2656712532043457
raw_net0,-8.9556884765625,below,4.9556884765625
raw_net0,-4.725160598754883,below,0.7251605987548828
raw_net0,4.176469326019287,above,0.2077193260192871
raw_net0,4.476313591003418,above,0.507563591003418
raw_net0,-5.599625110626221,below,1.5996251106262207
raw_net0,6.725121974945068,above,2.7563719749450684
mapped_signed_split_net0,-12.424412727355957,below,8.424412727355957
mapped_signed_split_net0,5.112407684326172,above,1.1436576843261719
mapped_signed_split_net0,12.424412727355957,above,8.455662727355957
mapped_signed_split_net0,-5.112407684326172,below,1.1124076843261719
mapped_signed_split_net0,-5.547788143157959,below,1.547788143157959
mapped_signed_split_net0,5.547788143157959,above,1.579038143157959
mapped_signed_split_net0,4.650137424468994,above,0.6813874244689941
mapped_signed_split_net0,-4.515854358673096,below,0.5158543586730957
mapped_signed_split_net0,4.632378578186035,above,0.6636285781860352
mapped_signed_split_net0,-4.650137424468994,below,0.6501374244689941
mapped_signed_split_net0,4.515854358673096,above,0.5471043586730957
mapped_signed_split_net0,-4.632378578186035,below,0.6323785781860352
mapped_signed_split_net0,-4.371912479400635,below,0.37191247940063477
mapped_signed_split_net0,-9.076871871948242,below,5.076871871948242
mapped_signed_split_net0,-10.359025955200195,below,6.359025955200195
mapped_signed_split_net0,6.107239723205566,above,2.1384897232055664
mapped_signed_split_net0,4.371912479400635,above,0.40316247940063477
mapped_signed_split_net0,9.076871871948242,above,5.108121871948242
mapped_signed_split_net0,10.359025955200195,above,6.390275955200195
